user_id,product_identifier,frequency_type,inception_policy_id,adjustment_policy_id,change_number,transaction_type,effective_start_date,effective_end_date,ftp_start_date,ftp_valid_until,flex_policy_earned_hours,transaction_gwp,policy_total_gwp
1991,GB_delivery_flex_scooter,flex,435310,435310,0,Flex Policy,28/04/2018,28/04/2018,,,3,2.01,2.01
4949,GB_delivery_flex_scooter,flex,435620,435620,0,Flex Policy,28/04/2018,28/04/2018,,,2,1.34,1.34
3908,GB_delivery_flex_scooter,flex,435811,435811,0,Flex Policy,28/04/2018,28/04/2018,,,2,1.34,1.34
9515,GB_delivery_flex_scooter,flex,435838,435838,0,Flex Policy,28/04/2018,28/04/2018,,,1,0.49,0.49
26261,GB_delivery_flex_car,flex,435966,435966,0,Flex Policy,28/04/2018,29/04/2018,,,1,1.12,1.12
26155,GB_delivery_flex_scooter,flex,436070,436070,0,Flex Policy,29/04/2018,29/04/2018,,,5,3.35,3.35
11603,GB_delivery_flex_scooter,flex,436098,436098,0,Flex Policy,29/04/2018,29/04/2018,,,1,0.67,0.67
26261,GB_delivery_flex_car,flex,436966,436966,0,Flex Policy,29/04/2018,29/04/2018,,,2,2.23,2.23
14872,GB_delivery_flex_scooter,flex,437037,437037,0,Flex Policy,29/04/2018,29/04/2018,,,4,2.68,2.68
26155,GB_delivery_flex_scooter,flex,437085,437085,0,Flex Policy,29/04/2018,29/04/2018,,,3,2.01,2.01
18820,GB_delivery_flex_scooter,flex,437175,437175,0,Flex Policy,29/04/2018,29/04/2018,,,1,0.67,0.67
26261,GB_delivery_flex_car,flex,437285,437285,0,Flex Policy,29/04/2018,29/04/2018,,,3,3.35,3.35
18820,GB_delivery_flex_scooter,flex,437433,437433,0,Flex Policy,29/04/2018,29/04/2018,,,6,4.02,4.02
32358,GB_delivery_flex_scooter,flex,437660,437660,0,Flex Policy,29/04/2018,29/04/2018,,,3,1.47,1.47
14872,GB_delivery_flex_scooter,flex,437963,437963,0,Flex Policy,29/04/2018,29/04/2018,,,3,2.01,2.01
4949,GB_delivery_flex_scooter,flex,437974,437974,0,Flex Policy,29/04/2018,29/04/2018,,,1,0.67,0.67
6269,GB_delivery_flex_scooter,flex,438046,438046,0,Flex Policy,29/04/2018,29/04/2018,,,2,1.34,1.34
4949,GB_delivery_flex_scooter,flex,438118,438118,0,Flex Policy,29/04/2018,29/04/2018,,,2,1.34,1.34
6269,GB_delivery_flex_scooter,flex,438312,438312,0,Flex Policy,29/04/2018,29/04/2018,,,1,0.67,0.67
29795,GB_delivery_flex_scooter,flex,438462,438462,0,Flex Policy,30/04/2018,30/04/2018,,,1,0.67,0.67
6269,GB_delivery_flex_scooter,flex,438998,438998,0,Flex Policy,30/04/2018,30/04/2018,,,2,1.34,1.34
26155,GB_delivery_flex_scooter,flex,439117,439117,0,Flex Policy,30/04/2018,30/04/2018,,,2,1.34,1.34
6269,GB_delivery_flex_scooter,flex,439171,439171,0,Flex Policy,30/04/2018,30/04/2018,,,2,1.34,1.34
21607,GB_delivery_flex_scooter,flex,439401,439401,0,Flex Policy,30/04/2018,30/04/2018,,,5,2.46,2.46
15364,GB_delivery_flex_scooter,flex,440666,440666,0,Flex Policy,01/05/2018,01/05/2018,,,1,0.67,0.67
4949,GB_delivery_flex_scooter,flex,440676,440676,0,Flex Policy,01/05/2018,01/05/2018,,,1,0.67,0.67
15364,GB_delivery_flex_scooter,flex,440730,440730,0,Flex Policy,01/05/2018,01/05/2018,,,3,2.01,2.01
15668,GB_delivery_flex_scooter,flex,440752,440752,0,Flex Policy,01/05/2018,01/05/2018,,,4,1.96,1.96
6269,GB_delivery_flex_scooter,flex,440766,440766,0,Flex Policy,01/05/2018,01/05/2018,,,1,0.67,0.67
9515,GB_delivery_flex_scooter,flex,441056,441056,0,Flex Policy,01/05/2018,01/05/2018,,,2,0.98,0.98
4949,GB_delivery_flex_scooter,flex,441479,441479,0,Flex Policy,01/05/2018,01/05/2018,,,2,1.34,1.34
11447,GB_delivery_flex_scooter,flex,441799,441799,0,Flex Policy,01/05/2018,01/05/2018,,,6,2.95,2.95
15364,GB_delivery_flex_scooter,flex,683227,683227,0,Flex Policy,30/07/2018,30/07/2018,,,,0,0
6269,GB_delivery_flex_scooter,flex,683243,683243,0,Flex Policy,30/07/2018,30/07/2018,,,3,2.01,2.01
43125,GB_delivery_flex_scooter,flex,683363,683363,0,Flex Policy,30/07/2018,30/07/2018,,,1,0.49,0.49
3908,GB_delivery_flex_scooter,flex,683421,683421,0,Flex Policy,30/07/2018,30/07/2018,,,1,0.67,0.67
1163,GB_delivery_flex_scooter,flex,683471,683471,0,Flex Policy,30/07/2018,30/07/2018,,,1,0.67,0.67
26261,GB_delivery_flex_car,flex,683615,683615,0,Flex Policy,30/07/2018,30/07/2018,,,1,1.12,1.12
1163,GB_delivery_flex_scooter,flex,683662,683662,0,Flex Policy,31/07/2018,31/07/2018,,,1,0.67,0.67
3908,GB_delivery_flex_scooter,flex,683667,683667,0,Flex Policy,31/07/2018,31/07/2018,,,1,0.67,0.67
44962,GB_delivery_flex_scooter,flex,683684,683684,0,Flex Policy,31/07/2018,31/07/2018,,,2,0.98,0.98
6269,GB_delivery_flex_scooter,flex,683714,683714,0,Flex Policy,31/07/2018,31/07/2018,,,2,1.34,1.34
42831,GB_delivery_flex_scooter,flex,683944,683944,0,Flex Policy,31/07/2018,31/07/2018,,,7,3.44,3.44
1991,GB_delivery_flex_scooter,flex,684834,684834,0,Flex Policy,31/07/2018,31/07/2018,,,4,2.68,2.68
15992,GB_delivery_flex_scooter,flex,684915,684915,0,Flex Policy,31/07/2018,31/07/2018,,,2,1.34,1.34
29218,GB_delivery_flex_scooter,flex,685019,685019,0,Flex Policy,31/07/2018,31/07/2018,,,3,2.01,2.01
28430,GB_delivery_flex_scooter,flex,685158,685158,0,Flex Policy,31/07/2018,31/07/2018,,,5,3.35,3.35
12290,GB_delivery_flex_scooter,flex,685201,685201,0,Flex Policy,31/07/2018,31/07/2018,,,1,0.49,0.49
42831,GB_delivery_flex_scooter,flex,685384,685384,0,Flex Policy,31/07/2018,31/07/2018,,,4,1.96,1.96
8340,GB_delivery_flex_scooter,flex,685415,685415,0,Flex Policy,31/07/2018,31/07/2018,,,4,2.68,2.68
12290,GB_delivery_flex_scooter,flex,685592,685592,0,Flex Policy,31/07/2018,31/07/2018,,,1,0.49,0.49
46746,GB_delivery_flex_scooter,flex,685662,685662,0,Flex Policy,31/07/2018,31/07/2018,,,1,0.67,0.67
26155,GB_delivery_flex_scooter,flex,685766,685766,0,Flex Policy,31/07/2018,31/07/2018,,,3,2.01,2.01
29218,GB_delivery_flex_scooter,flex,685839,685839,0,Flex Policy,31/07/2018,31/07/2018,,,2,1.34,1.34
6269,GB_delivery_flex_scooter,flex,685850,685850,0,Flex Policy,31/07/2018,31/07/2018,,,2,1.34,1.34
46746,GB_delivery_flex_scooter,flex,685928,685928,0,Flex Policy,31/07/2018,31/07/2018,,,1,0.67,0.67
11603,GB_delivery_flex_scooter,flex,685931,685931,0,Flex Policy,31/07/2018,31/07/2018,,,1,0.67,0.67
1991,GB_delivery_flex_scooter,flex,686284,686284,0,Flex Policy,01/08/2018,01/08/2018,,,4,2.68,2.68
12290,GB_delivery_flex_scooter,flex,686350,686350,0,Flex Policy,01/08/2018,01/08/2018,,,1,0.49,0.49
12290,GB_delivery_flex_scooter,flex,686435,686435,0,Flex Policy,01/08/2018,01/08/2018,,,1,0.49,0.49
33844,GB_delivery_flex_scooter,flex,686549,686549,0,Flex Policy,01/08/2018,01/08/2018,,,11,5.4,5.4
12290,GB_delivery_flex_scooter,flex,686745,686745,0,Flex Policy,01/08/2018,01/08/2018,,,1,0.49,0.49
18820,GB_delivery_flex_scooter,flex,686813,686813,0,Flex Policy,01/08/2018,01/08/2018,,,4,2.68,2.68
28430,GB_delivery_flex_scooter,flex,686834,686834,0,Flex Policy,01/08/2018,01/08/2018,,,2,1.34,1.34
8340,GB_delivery_flex_scooter,flex,686943,686943,0,Flex Policy,01/08/2018,01/08/2018,,,,0,0
12290,GB_delivery_flex_scooter,flex,686951,686951,0,Flex Policy,01/08/2018,01/08/2018,,,2,0.98,0.98
8340,GB_delivery_flex_scooter,flex,686955,686955,0,Flex Policy,01/08/2018,01/08/2018,,,1,0.67,0.67
6269,GB_delivery_flex_scooter,flex,687143,687143,0,Flex Policy,01/08/2018,01/08/2018,,,1,0.67,0.67
1991,GB_delivery_flex_scooter,flex,687285,687285,0,Flex Policy,01/08/2018,01/08/2018,,,4,2.68,2.68
6269,GB_delivery_flex_scooter,flex,687316,687316,0,Flex Policy,01/08/2018,01/08/2018,,,4,2.68,2.68
12290,GB_delivery_flex_scooter,flex,687438,687438,0,Flex Policy,01/08/2018,01/08/2018,,,2,0.98,0.98
58706,GB_delivery_flex_scooter,flex,687655,687655,0,Flex Policy,01/08/2018,01/08/2018,,,4,2.68,2.68
26155,GB_delivery_flex_scooter,flex,687997,687997,0,Flex Policy,01/08/2018,01/08/2018,,,4,2.68,2.68
28430,GB_delivery_flex_scooter,flex,688080,688080,0,Flex Policy,01/08/2018,01/08/2018,,,4,2.68,2.68
46746,GB_delivery_flex_scooter,flex,688361,688361,0,Flex Policy,01/08/2018,01/08/2018,,,2,1.34,1.34
4949,GB_delivery_flex_scooter,flex,688433,688433,0,Flex Policy,01/08/2018,01/08/2018,,,1,0.67,0.67
12290,GB_delivery_flex_scooter,flex,688730,688730,0,Flex Policy,02/08/2018,02/08/2018,,,1,0.49,0.49
44962,GB_delivery_flex_scooter,flex,688735,688735,0,Flex Policy,02/08/2018,02/08/2018,,,3,1.47,1.47
26261,GB_delivery_flex_car,flex,688812,688812,0,Flex Policy,02/08/2018,02/08/2018,,,1,1.12,1.12
42831,GB_delivery_flex_scooter,flex,689231,689231,0,Flex Policy,02/08/2018,02/08/2018,,,11,5.4,5.4
12290,GB_delivery_flex_scooter,flex,689235,689235,0,Flex Policy,02/08/2018,02/08/2018,,,2,0.98,0.98
42047,GB_delivery_flex_scooter,flex,689257,689257,0,Flex Policy,02/08/2018,02/08/2018,,,1,0.49,0.49
58706,GB_delivery_flex_scooter,flex,689438,689438,0,Flex Policy,02/08/2018,02/08/2018,,,1,0.67,0.67
12290,GB_delivery_flex_scooter,flex,689642,689642,0,Flex Policy,02/08/2018,02/08/2018,,,1,0.49,0.49
58706,GB_delivery_flex_scooter,flex,690190,690190,0,Flex Policy,02/08/2018,02/08/2018,,,5,3.35,3.35
42047,GB_delivery_flex_scooter,flex,690430,690430,0,Flex Policy,02/08/2018,02/08/2018,,,2,0.98,0.98
8340,GB_delivery_flex_scooter,flex,690455,690455,0,Flex Policy,02/08/2018,02/08/2018,,,4,2.68,2.68
44475,GB_delivery_flex_scooter,flex,690505,690505,0,Flex Policy,02/08/2018,02/08/2018,,,1,0.67,0.67
57922,GB_delivery_flex_scooter,flex,691120,691120,0,Flex Policy,02/08/2018,02/08/2018,,,2,1.34,1.34
44962,GB_delivery_flex_scooter,flex,691156,691156,0,Flex Policy,02/08/2018,02/08/2018,,,3,1.47,1.47
8340,GB_delivery_flex_scooter,flex,691343,691343,0,Flex Policy,02/08/2018,02/08/2018,,,,0,0
12290,GB_delivery_flex_scooter,flex,691503,691503,0,Flex Policy,03/08/2018,03/08/2018,,,2,0.98,0.98
42831,GB_delivery_flex_scooter,flex,691619,691619,0,Flex Policy,03/08/2018,03/08/2018,,,7,3.44,3.44
12290,GB_delivery_flex_scooter,flex,691640,691640,0,Flex Policy,03/08/2018,03/08/2018,,,1,0.49,0.49
1991,GB_delivery_flex_scooter,flex,691728,691728,0,Flex Policy,03/08/2018,03/08/2018,,,1,0.67,0.67
46622,GB_delivery_flex_scooter,flex,692485,692485,0,Flex Policy,03/08/2018,03/08/2018,,,1,0.67,0.67
1991,GB_delivery_flex_scooter,flex,692945,692945,0,Flex Policy,03/08/2018,03/08/2018,,,1,0.67,0.67
42047,GB_delivery_flex_scooter,flex,693015,693015,0,Flex Policy,03/08/2018,03/08/2018,,,2,0.98,0.98
12290,GB_delivery_flex_scooter,flex,693169,693169,0,Flex Policy,03/08/2018,03/08/2018,,,1,0.49,0.49
11149,GB_delivery_flex_scooter,flex,693408,693408,0,Flex Policy,03/08/2018,03/08/2018,,,4,2.68,2.68
29218,GB_delivery_flex_scooter,flex,693421,693421,0,Flex Policy,03/08/2018,03/08/2018,,,2,1.34,1.34
15364,GB_delivery_flex_scooter,flex,441809,441809,0,Flex Policy,01/05/2018,01/05/2018,,,4,2.68,2.68
28430,GB_delivery_flex_scooter,flex,441898,441898,0,Flex Policy,01/05/2018,01/05/2018,,,2,1.34,1.34
15070,GB_delivery_flex_scooter,flex,442029,442029,0,Flex Policy,01/05/2018,01/05/2018,,,,0,0
20450,GB_delivery_flex_scooter,flex,442464,442464,0,Flex Policy,01/05/2018,01/05/2018,,,1,0.49,0.49
28430,GB_delivery_flex_scooter,flex,442530,442530,0,Flex Policy,01/05/2018,01/05/2018,,,3,2.01,2.01
1163,GB_delivery_flex_scooter,flex,442602,442602,0,Flex Policy,01/05/2018,01/05/2018,,,2,1.34,1.34
26261,GB_delivery_flex_car,flex,442755,442755,0,Flex Policy,01/05/2018,01/05/2018,,,1,1.12,1.12
3908,GB_delivery_flex_scooter,flex,442912,442912,0,Flex Policy,02/05/2018,02/05/2018,,,1,0.67,0.67
15992,GB_delivery_flex_scooter,flex,442967,442967,0,Flex Policy,02/05/2018,02/05/2018,,,1,0.67,0.67
11447,GB_delivery_flex_scooter,flex,443239,443239,0,Flex Policy,02/05/2018,02/05/2018,,,11,5.4,5.4
9515,GB_delivery_flex_scooter,flex,443421,443421,0,Flex Policy,02/05/2018,02/05/2018,,,1,0.49,0.49
18820,GB_delivery_flex_scooter,flex,443445,443445,0,Flex Policy,02/05/2018,02/05/2018,,,2,1.34,1.34
4949,GB_delivery_flex_scooter,flex,443473,443473,0,Flex Policy,02/05/2018,02/05/2018,,,2,1.34,1.34
6269,GB_delivery_flex_scooter,flex,443516,443516,0,Flex Policy,02/05/2018,02/05/2018,,,2,1.34,1.34
9515,GB_delivery_flex_scooter,flex,443803,443803,0,Flex Policy,02/05/2018,02/05/2018,,,3,1.47,1.47
6269,GB_delivery_flex_scooter,flex,443882,443882,0,Flex Policy,02/05/2018,02/05/2018,,,1,0.67,0.67
15364,GB_delivery_flex_scooter,flex,443964,443964,0,Flex Policy,02/05/2018,02/05/2018,,,6,4.02,4.02
15992,GB_delivery_flex_scooter,flex,444725,444725,0,Flex Policy,02/05/2018,02/05/2018,,,2,1.34,1.34
1163,GB_delivery_flex_scooter,flex,445041,445041,0,Flex Policy,02/05/2018,02/05/2018,,,1,0.67,0.67
6269,GB_delivery_flex_scooter,flex,445056,445056,0,Flex Policy,02/05/2018,02/05/2018,,,2,1.34,1.34
29795,GB_delivery_flex_scooter,flex,445125,445125,0,Flex Policy,02/05/2018,03/05/2018,,,4,2.68,2.68
6269,GB_delivery_flex_scooter,flex,445284,445284,0,Flex Policy,02/05/2018,02/05/2018,,,1,0.67,0.67
26261,GB_delivery_flex_car,flex,445289,445289,0,Flex Policy,02/05/2018,02/05/2018,,,1,1.12,1.12
4949,GB_delivery_flex_scooter,flex,445297,445297,0,Flex Policy,02/05/2018,02/05/2018,,,1,0.67,0.67
1163,GB_delivery_flex_scooter,flex,445318,445318,0,Flex Policy,02/05/2018,02/05/2018,,,1,0.67,0.67
21607,GB_delivery_flex_scooter,flex,445389,445389,0,Flex Policy,03/05/2018,03/05/2018,,,9,4.42,4.42
1991,GB_delivery_flex_scooter,flex,445431,445431,0,Flex Policy,03/05/2018,03/05/2018,,,2,1.34,1.34
28430,GB_delivery_flex_scooter,flex,445617,445617,0,Flex Policy,03/05/2018,03/05/2018,,,4,2.68,2.68
11447,GB_delivery_flex_scooter,flex,445714,445714,0,Flex Policy,03/05/2018,03/05/2018,,,11,5.4,5.4
32358,GB_delivery_flex_scooter,flex,445760,445760,0,Flex Policy,03/05/2018,03/05/2018,,,2,0.98,0.98
29795,GB_delivery_flex_scooter,flex,445797,445797,0,Flex Policy,03/05/2018,03/05/2018,,,1,0.67,0.67
18820,GB_delivery_flex_scooter,flex,445913,445913,0,Flex Policy,03/05/2018,03/05/2018,,,1,0.67,0.67
1163,GB_delivery_flex_scooter,flex,446135,446135,0,Flex Policy,03/05/2018,03/05/2018,,,1,0.67,0.67
1163,GB_delivery_flex_scooter,flex,446517,446517,0,Flex Policy,03/05/2018,03/05/2018,,,1,0.67,0.67
14872,GB_delivery_flex_scooter,flex,446721,446721,0,Flex Policy,03/05/2018,03/05/2018,,,5,3.35,3.35
26261,GB_delivery_flex_car,flex,447541,447541,0,Flex Policy,03/05/2018,03/05/2018,,,4,4.46,4.46
20450,GB_delivery_flex_scooter,flex,447908,447908,0,Flex Policy,03/05/2018,03/05/2018,,,2,0.98,0.98
29323,GB_delivery_flex_scooter,flex,448057,448057,0,Flex Policy,04/05/2018,04/05/2018,,,14,6.88,6.88
4949,GB_delivery_flex_scooter,flex,448074,448074,0,Flex Policy,04/05/2018,04/05/2018,,,2,1.34,1.34
29795,GB_delivery_flex_scooter,flex,448077,448077,0,Flex Policy,04/05/2018,04/05/2018,,,4,2.68,2.68
6269,GB_delivery_flex_scooter,flex,448173,448173,0,Flex Policy,04/05/2018,04/05/2018,,,1,0.67,0.67
4949,GB_delivery_flex_scooter,flex,448533,448533,0,Flex Policy,04/05/2018,04/05/2018,,,1,0.67,0.67
15668,GB_delivery_flex_scooter,flex,448806,448806,0,Flex Policy,04/05/2018,04/05/2018,,,9,4.42,4.42
14872,GB_delivery_flex_scooter,flex,448842,448842,0,Flex Policy,04/05/2018,04/05/2018,,,1,0.67,0.67
9515,GB_delivery_flex_scooter,flex,448949,448949,0,Flex Policy,04/05/2018,04/05/2018,,,8,3.93,3.93
18820,GB_delivery_flex_scooter,flex,449095,449095,0,Flex Policy,04/05/2018,04/05/2018,,,1,0.67,0.67
1163,GB_delivery_flex_scooter,flex,449141,449141,0,Flex Policy,04/05/2018,04/05/2018,,,1,0.67,0.67
21607,GB_delivery_flex_scooter,flex,449246,449246,0,Flex Policy,04/05/2018,04/05/2018,,,7,3.44,3.44
1991,GB_delivery_flex_scooter,flex,449340,449340,0,Flex Policy,04/05/2018,04/05/2018,,,5,3.35,3.35
11603,GB_delivery_flex_scooter,flex,449494,449494,0,Flex Policy,04/05/2018,04/05/2018,,,5,3.35,3.35
18820,GB_delivery_flex_scooter,flex,449509,449509,0,Flex Policy,04/05/2018,04/05/2018,,,2,1.34,1.34
29218,GB_delivery_flex_scooter,flex,449909,449909,0,Flex Policy,04/05/2018,04/05/2018,,,5,3.35,3.35
26261,GB_delivery_flex_car,flex,450610,450610,0,Flex Policy,04/05/2018,04/05/2018,,,1,1.12,1.12
4949,GB_delivery_flex_scooter,flex,450661,450661,0,Flex Policy,04/05/2018,04/05/2018,,,2,1.34,1.34
29323,GB_delivery_flex_scooter,flex,450781,450781,0,Flex Policy,04/05/2018,04/05/2018,,,1,0.49,0.49
26261,GB_delivery_flex_car,flex,450930,450930,0,Flex Policy,04/05/2018,04/05/2018,,,1,1.12,1.12
15668,GB_delivery_flex_scooter,flex,451109,451109,0,Flex Policy,05/05/2018,05/05/2018,,,6,2.95,2.95
29218,GB_delivery_flex_scooter,flex,451567,451567,0,Flex Policy,05/05/2018,05/05/2018,,,3,2.01,2.01
31111,GB_delivery_flex_scooter,flex,451638,451638,0,Flex Policy,05/05/2018,05/05/2018,,,10,4.91,4.91
1991,GB_delivery_flex_scooter,flex,451681,451681,0,Flex Policy,05/05/2018,05/05/2018,,,2,1.34,1.34
29218,GB_delivery_flex_scooter,flex,452071,452071,0,Flex Policy,05/05/2018,05/05/2018,,,1,0.67,0.67
1163,GB_delivery_flex_scooter,flex,452164,452164,0,Flex Policy,05/05/2018,05/05/2018,,,1,0.67,0.67
18820,GB_delivery_flex_scooter,flex,452256,452256,0,Flex Policy,05/05/2018,05/05/2018,,,1,0.67,0.67
1991,GB_delivery_flex_scooter,flex,452483,452483,0,Flex Policy,05/05/2018,05/05/2018,,,4,2.68,2.68
26155,GB_delivery_flex_scooter,flex,452534,452534,0,Flex Policy,05/05/2018,05/05/2018,,,1,0.67,0.67
39005,GB_delivery_flex_scooter,flex,452571,452571,0,Flex Policy,05/05/2018,05/05/2018,,,1,0.67,0.67
15668,GB_delivery_flex_scooter,flex,452775,452775,0,Flex Policy,05/05/2018,05/05/2018,,,5,2.46,2.46
1163,GB_delivery_flex_scooter,flex,452942,452942,0,Flex Policy,05/05/2018,05/05/2018,,,2,1.34,1.34
39005,GB_delivery_flex_scooter,flex,453533,453533,0,Flex Policy,05/05/2018,05/05/2018,,,1,0.67,0.67
46746,GB_delivery_flex_scooter,flex,693950,693950,0,Flex Policy,03/08/2018,03/08/2018,,,1,0.67,0.67
29218,GB_delivery_flex_scooter,flex,694387,694387,0,Flex Policy,03/08/2018,03/08/2018,,,1,0.67,0.67
57922,GB_delivery_flex_scooter,flex,694535,694535,0,Flex Policy,03/08/2018,04/08/2018,,,1,0.67,0.67
26261,GB_delivery_flex_car,flex,694573,694573,0,Flex Policy,04/08/2018,04/08/2018,,,1,1.12,1.12
12290,GB_delivery_flex_scooter,flex,694629,694629,0,Flex Policy,04/08/2018,04/08/2018,,,1,0.49,0.49
44962,GB_delivery_flex_scooter,flex,694659,694659,0,Flex Policy,04/08/2018,04/08/2018,,,1,0.67,0.67
29218,GB_delivery_flex_scooter,flex,694883,694883,0,Flex Policy,04/08/2018,04/08/2018,,,5,3.35,3.35
26155,GB_delivery_flex_scooter,flex,695293,695293,0,Flex Policy,04/08/2018,04/08/2018,,,3,2.01,2.01
28430,GB_delivery_flex_scooter,flex,695355,695355,0,Flex Policy,04/08/2018,04/08/2018,,,3,2.01,2.01
42047,GB_delivery_flex_scooter,flex,695423,695423,0,Flex Policy,04/08/2018,04/08/2018,,,4,1.96,1.96
46622,GB_delivery_flex_scooter,flex,695425,695425,0,Flex Policy,04/08/2018,04/08/2018,,,1,0.67,0.67
4949,GB_delivery_flex_scooter,flex,695501,695501,0,Flex Policy,04/08/2018,04/08/2018,,,2,1.34,1.34
46622,GB_delivery_flex_scooter,flex,695847,695847,0,Flex Policy,04/08/2018,04/08/2018,,,3,2.01,2.01
26155,GB_delivery_flex_scooter,flex,696824,696824,0,Flex Policy,04/08/2018,04/08/2018,,,2,1.34,1.34
46622,GB_delivery_flex_scooter,flex,696940,696940,0,Flex Policy,04/08/2018,04/08/2018,,,1,0.67,0.67
18820,GB_delivery_flex_scooter,flex,697123,697123,0,Flex Policy,04/08/2018,04/08/2018,,,2,1.34,1.34
4949,GB_delivery_flex_scooter,flex,697339,697339,0,Flex Policy,04/08/2018,04/08/2018,,,1,0.67,0.67
26261,GB_delivery_flex_car,flex,697496,697496,0,Flex Policy,04/08/2018,04/08/2018,,,1,1.12,1.12
42047,GB_delivery_flex_scooter,flex,697512,697512,0,Flex Policy,04/08/2018,04/08/2018,,,1,0.49,0.49
44962,GB_delivery_flex_scooter,flex,697705,697705,0,Flex Policy,05/08/2018,05/08/2018,,,1,0.67,0.67
46622,GB_delivery_flex_scooter,flex,697794,697794,0,Flex Policy,05/08/2018,05/08/2018,,,1,0.67,0.67
33844,GB_delivery_flex_scooter,flex,697824,697824,0,Flex Policy,05/08/2018,05/08/2018,,,4,1.96,1.96
15364,GB_delivery_flex_scooter,flex,697840,697840,0,Flex Policy,05/08/2018,05/08/2018,,,3,2.01,2.01
46622,GB_delivery_flex_scooter,flex,697914,697914,0,Flex Policy,05/08/2018,05/08/2018,,,2,1.34,1.34
57922,GB_delivery_flex_scooter,flex,698173,698173,0,Flex Policy,05/08/2018,05/08/2018,,,2,1.34,1.34
26155,GB_delivery_flex_scooter,flex,698402,698402,0,Flex Policy,05/08/2018,05/08/2018,,,2,1.34,1.34
26261,GB_delivery_flex_car,flex,698419,698419,0,Flex Policy,05/08/2018,05/08/2018,,,5,5.58,5.58
24230,GB_delivery_flex_car,flex,698495,698495,0,Flex Policy,05/08/2018,05/08/2018,,,9,10.04,10.04
33844,GB_delivery_flex_scooter,flex,698569,698569,0,Flex Policy,05/08/2018,05/08/2018,,,10,4.91,4.91
57922,GB_delivery_flex_scooter,flex,698613,698613,0,Flex Policy,05/08/2018,05/08/2018,,,2,1.34,1.34
46476,GB_delivery_flex_car,flex,698733,698733,0,Flex Policy,05/08/2018,05/08/2018,,,2,2.68,2.68
1991,GB_delivery_flex_scooter,flex,699120,699120,0,Flex Policy,05/08/2018,05/08/2018,,,4,2.68,2.68
26261,GB_delivery_flex_car,flex,699789,699789,0,Flex Policy,05/08/2018,05/08/2018,,,2,2.23,2.23
44475,GB_delivery_flex_scooter,flex,699854,699854,0,Flex Policy,05/08/2018,05/08/2018,,,1,0.67,0.67
28430,GB_delivery_flex_scooter,flex,699865,699865,0,Flex Policy,05/08/2018,06/08/2018,,,5,3.35,3.35
26155,GB_delivery_flex_scooter,flex,700158,700158,0,Flex Policy,05/08/2018,05/08/2018,,,1,0.67,0.67
26261,GB_delivery_flex_car,flex,700346,700346,0,Flex Policy,05/08/2018,05/08/2018,,,1,1.12,1.12
11447,GB_delivery_flex_scooter,flex,700379,700379,0,Flex Policy,05/08/2018,06/08/2018,,,2,0.98,0.98
26261,GB_delivery_flex_car,flex,700421,700421,0,Flex Policy,05/08/2018,06/08/2018,,,1,1.12,1.12
3908,GB_delivery_flex_scooter,flex,700441,700441,0,Flex Policy,06/08/2018,06/08/2018,,,1,0.67,0.67
4949,GB_delivery_flex_scooter,flex,700520,700520,0,Flex Policy,06/08/2018,06/08/2018,,,1,0.67,0.67
1991,GB_delivery_flex_scooter,flex,700557,700557,0,Flex Policy,06/08/2018,06/08/2018,,,3,2.01,2.01
15992,GB_delivery_flex_scooter,flex,700645,700645,0,Flex Policy,06/08/2018,06/08/2018,,,1,0.67,0.67
11447,GB_delivery_flex_scooter,flex,700922,700922,0,Flex Policy,06/08/2018,06/08/2018,,,11,5.4,5.4
15992,GB_delivery_flex_scooter,flex,701337,701337,0,Flex Policy,06/08/2018,06/08/2018,,,1,0.67,0.67
1991,GB_delivery_flex_scooter,flex,701713,701713,0,Flex Policy,06/08/2018,06/08/2018,,,4,2.68,2.68
42047,GB_delivery_flex_scooter,flex,701908,701908,0,Flex Policy,06/08/2018,06/08/2018,,,4,1.96,1.96
42831,GB_delivery_flex_scooter,flex,701924,701924,0,Flex Policy,06/08/2018,07/08/2018,,,7,3.44,3.44
46622,GB_delivery_flex_scooter,flex,702671,702671,0,Flex Policy,06/08/2018,06/08/2018,,,1,0.67,0.67
9515,GB_delivery_flex_scooter,flex,702834,702834,0,Flex Policy,06/08/2018,07/08/2018,,,2,0.98,0.98
3908,GB_delivery_flex_scooter,flex,703020,703020,0,Flex Policy,07/08/2018,07/08/2018,,,3,2.01,2.01
46622,GB_delivery_flex_scooter,flex,703069,703069,0,Flex Policy,07/08/2018,07/08/2018,,,1,0.67,0.67
1991,GB_delivery_flex_scooter,flex,703092,703092,0,Flex Policy,07/08/2018,07/08/2018,,,5,3.35,3.35
15364,GB_delivery_flex_scooter,flex,703093,703093,0,Flex Policy,07/08/2018,07/08/2018,,,1,0.67,0.67
15364,GB_delivery_flex_scooter,flex,703192,703192,0,Flex Policy,07/08/2018,07/08/2018,,,1,0.67,0.67
32358,GB_delivery_flex_scooter,flex,703541,703541,0,Flex Policy,07/08/2018,07/08/2018,,,3,1.47,1.47
26261,GB_delivery_flex_car,flex,703560,703560,0,Flex Policy,07/08/2018,07/08/2018,,,1,1.12,1.12
15364,GB_delivery_flex_scooter,flex,703722,703722,0,Flex Policy,07/08/2018,07/08/2018,,,1,0.67,0.67
